Date of Race,Time,Track,Horse,Distance,Place,Industry SP,Betfair SP,Predicted_Win_Probability,Race_ID,Predicted_Rank,Top_3_Flag,Odds_To_Use,Expected_Value,Field_Size,Kelly_Fraction,Reject_Reason,Winrate_Threshold,Bet_Placed,Stake,Actual_Result,Bet_Return,Bankroll_After_Race
2023-06-24,14:42:00,NEWMARKET,Moonspirit,1m,4.0,15.0,19.06,0.1086515883426285,2023-06-24_14:42:00,4.0,False,15.0,0.6297738251394276,6,0.044983844652816254,odds_high|,0,False,100.0,0,0.0,10799.788604613614
2023-06-24,15:17:00,NEWMARKET,Temporize,1m6f,3.0,7.5,8.07,0.1305959401728552,2023-06-24_15:17:00,4.0,False,7.5,-0.020530448703586113,7,-0.0031585305697824787,kelly_low|ev_low|,0,False,100.0,0,0.0,10699.788604613614
2023-06-29,14:35:00,NEWMARKET,Allo Al Khawaneej,1m4f,5.0,5.0,6.4,0.1740886194938246,2023-06-29_14:35:00,3.0,True,5.0,-0.12955690253087704,7,-0.03238922563271926,kelly_low|ev_low|,0,False,100.0,0,0.0,10699.788604613614
2023-06-29,14:35:00,NEWMARKET,Sea Master,1m4f,4.0,7.0,8.0,0.14133967863103064,2023-06-29_14:35:00,4.0,False,7.0,-0.01062224958278557,7,-0.0017703749304642618,kelly_low|ev_low|,0,False,100.0,0,0.0,10699.788604613614
2023-06-29,15:10:00,NEWMARKET,Knebworth,6f,6.0,5.5,5.9,0.16028762952245887,2023-06-29_15:10:00,3.0,True,5.5,-0.11841803762647618,7,-0.02631511947255026,kelly_low|ev_low|,0,False,100.0,0,0.0,10699.788604613614
2023-06-29,15:10:00,NEWMARKET,Fox Master,6f,7.0,7.0,8.2,0.1528469318452989,2023-06-29_15:10:00,4.0,False,7.0,0.0699285229170924,7,0.011654753819515399,kelly_low|ev_low|,0,False,100.0,0,0.0,10699.788604613614
2023-06-29,16:20:00,NEWMARKET,Chola Empire,7f,3.0,5.5,6.6,0.16437807481940547,2023-06-29_16:20:00,4.0,False,5.5,-0.0959205884932699,6,-0.021315686331837756,kelly_low|ev_low|,0,False,100.0,0,0.0,10586.048611033368
2023-06-29,17:30:00,NEWMARKET,Byron Hill,2m,6.0,8.5,10.38,0.11562837851982484,2023-06-29_17:30:00,4.0,False,8.5,-0.01715878258148884,7,-0.0022878376775318453,kelly_low|ev_low|,0,False,100.0,0,0.0,10586.048611033368
2023-06-29,17:30:00,NEWMARKET,At The Double,2m,3.0,13.0,15.74,0.11711796794715534,2023-06-29_17:30:00,3.0,True,13.0,0.5225335833130195,7,0.04354446527608496,odds_high|,0,False,100.0,0,0.0,10586.048611033368
2023-06-30,17:15:00,NEWMARKET,Looby,6f,5.0,4.5,4.8,0.1975067070663993,2023-06-30_17:15:00,3.0,True,4.5,-0.11121981820120319,6,-0.031777090914629484,kelly_low|ev_low|,0,False,100.0,0,0.0,10586.048611033368
